Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category,Premium/Income Ratio,Policy Value/Income Ratio,Policy to Death Timeline,Death to Intimation Gap,Location Risk,Location-Based Risk,Occupation Risk Score,Product Type Risk,,Fraud Category
964,53,12,2,0,600000,4,2000000,0,1,10,10,61,14,560019,4,0,1,9/27/2017,,,0,11,10,0.3,0,,,61_14,470,0.6,0,,Signature Forgery
965,66,10,9,0,1000000,4,4000000,0,1,10,10,355,8,110041,4,0,1,11/24/2017,,,0,11,10,0.25,0,,,355_8,286,2.25,0,,Signature Forgery
966,66,12,9,0,500000,4,90000,0,1,10,10,474,26,612001,4,0,1,1/18/2019,,,0,11,9,5.555555555555555,0,,,474_26,419,50,0,,Misselling 
967,54,10,6,0,1000000,4,3000000,0,1,10,10,0,32,-,4,0,1,7/31/2019,,,0,11,10,0.3333333333333333,0,,,0_32,1,2,0,,Signature Forgery
968,59,12,9,0,1400000,4,1800000,0,1,10,10,403,26,623504,4,0,1,10/16/2019,,,0,11,2,0.7777777777777778,0,,,403_26,340,7,0,,Document Tampering
969,57,5,9,0,70000,4,540000,0,1,10,10,242,29,209111,4,0,1,10/17/2019,,,2,1,6,0.12962962962962962,0,,,242_29,160,1.1666666666666665,0,,Misappropriating Funds
970,45,10,11,0,2000000,4,700000,0,1,10,10,205,31,711204,4,0,1,12/17/2019,,,3,15,2,2.857142857142857,0,,,205_31,119,31.42857142857143,0,,Document Tampering
971,31,5,6,0,200000,4,900000,0,1,10,10,474,26,612103,4,0,1,7/30/2020,,,0,11,2,0.2222222222222222,0,,,474_26,419,1.3333333333333333,0,,Document Tampering
972,57,11,9,0,300000,4,800000,0,1,10,10,74,11,127021,4,0,1,9/21/2020,,,0,11,2,0.375,0,,,74_11,484,3.375,0,,Document Tampering
973,58,5,6,0,60000,4,540000,0,1,10,10,269,29,209303,4,0,1,10/5/2020,,,2,1,6,0.1111111111111111,0,,,269_29,189,0.6666666666666666,0,,Misappropriating Funds
974,53,10,5,0,150000,4,500000,3,1,10,10,224,25,302015,4,3,Unknown,10/28/2020,,,2,1,6,0.3,0,,,224_25,140,1.5,0,,Misappropriating Funds
975,60,12,9,0,3000000,4,6500000,0,1,10,10,355,8,110009,4,0,1,11/11/2020,,,0,11,10,0.46153846153846156,0,,,355_8,286,4.153846153846154,0,,Signature Forgery
976,67,5,6,0,1000000,4,6000000,0,1,10,10,495,1,530017,4,0,1,1/21/2021,,,0,11,2,0.16666666666666666,0,,,495_1,442,1,0,,Document Tampering
977,47,5,11,0,100000,4,900000,0,1,10,10,473,17,401304,4,3,Unknown,3/3/2021,,,2,1,7,0.1111111111111111,0,,,473_17,418,1.222222222222222,0,,Misappropriating funds
978,49,5,11,0,100000,4,720000,0,1,10,10,473,17,401303,4,3,Unknown,3/19/2021,,,3,15,7,0.1388888888888889,0,,,473_17,418,1.527777777777778,0,,Misappropriating funds
979,60,11,9,0,1000000,4,4032000,0,1,10,10,355,8,110032,4,0,1,3/26/2021,,,0,11,9,0.24801587301587302,0,,,355_8,286,2.232142857142857,0,,Misselling 
980,50,5,11,0,100000,4,720000,0,1,15,10,473,17,401303,4,3,Unknown,4/15/2021,,,3,15,7,0.1388888888888889,0,,,473_17,418,1.527777777777778,0,,Misappropriating funds
981,59,1,11,0,261000,4,3500000,2,1,10,10,211,25,302029,4,3,Unknown,6/23/2021,,,3,15,6,0.074571429,0,,,211_25,126,0.8202857142857143,0,,Misappropriating Funds
982,61,11,9,0,200000,4,600000,0,1,15,10,44,11,127029,4,3,Unknown,8/25/2021,,,2,1,5,0.3333333333333333,0,,,44_11,392,3,0,,Logging in business not sourced by oneself
983,55,0,2,0,600000,4,2400000,1,1,20,10,87,26,600110,4,3,Unknown,10/27/2021,,,0,11,2,0.25,0,,,87_26,498,0.5,0,,Document Tampering
984,38,10,11,0,1500000,4,3000000,0,1,10,10,74,11,127310,4,0,1,11/26/2021,,,0,11,2,0.5,0,,,74_11,484,5.5,0,,Document Tampering
985,63,7,9,0,200000,4,1200000,0,1,10,10,203,11,125001,4,0,1,11/11/2021,,,3,15,2,0.16666666666666666,0,,,203_11,117,1.5,0,,Document Tampering
986,70,10,8,0,3000000,4,3600000,0,1,10,10,459,11,125055,4,0,1,11/17/2021,,,0,11,9,0.8333333333333334,0,,,459_11,402,6.666666666666667,0,,Misselling 
987,53,12,2,0,400000,4,1050000,0,1,10,10,369,21,751002,4,0,1,11/29/2021,,,0,11,2,0.38095238095238093,0,,,369_21,301,0.7619047619047619,0,,Document Tampering
988,46,1,2,0,1000000,4,5400000,0,1,10,10,369,21,751002,4,0,1,11/30/2021,,,0,11,2,0.18518518518518517,0,,,369_21,301,0.37037037037037035,0,,Document Tampering
989,38,12,8,0,1000000,4,6000000,0,1,10,10,145,26,638458,4,0,1,12/30/2021,,,0,11,10,0.16666666666666666,0,,,145_26,51,1.3333333333333333,0,,Signature Forgery
990,60,10,9,0,320000,4,1200000,3,1,10,10,220,25,342008,4,3,Unknown,12/31/2021,,,3,15,6,0.26666666666666666,0,,,220_25,136,2.4,0,,Misappropriating Funds
991,60,5,10,0,400000,4,1100000,0,1,10,10,8,24,143001,4,3,Unknown,1/6/2022,,,0,11,2,0.36363636363636365,0,,,8_24,501,3.6363636363636367,0,,Document Tampering
992,68,10,8,0,500000,4,3000000,0,1,10,10,209,16,452001,4,3,Unknown,2/28/2022,,,0,11,3,0.16666666666666666,0,,,209_16,123,1.3333333333333333,0,,Impersonation
993,54,12,11,0,300000,4,3000000,0,1,10,10,314,26,625706,4,0,1,3/31/2022,,,0,11,9,0.1,0,,,314_26,241,1.1,0,,Misselling 
994,67,12,9,0,400000,4,1300000,0,1,10,10,41,9,393120,4,0,1,5/31/2022,,,3,15,2,0.3076923076923077,0,,,41_9,358,2.769230769230769,0,,Document Tampering
995,43,6,0,0,3100000,4,8100000,0,1,10,10,427,11,125055,4,0,1,6/2/2022,,,0,11,2,0.38271604938271603,0,,,427_11,366,0,0,,Document Tampering
996,60,12,9,0,600000,4,6000000,0,1,10,10,440,9,395001,4,0,1,6/27/2022,,,3,15,2,0.1,0,,,440_9,382,0.9,0,,Document Tampering
997,57,5,6,0,600000,4,4000000,0,1,10,10,90,1,517501,4,3,Unknown,7/20/2022,,,2,1,2,0.15,0,,,90_1,502,0.8999999999999999,0,,Document Tampering
998,55,5,9,0,500000,4,6000000,0,1,10,10,141,1,533124,4,0,1,7/25/2022,,,2,1,2,0.083333333,0,,,141_1,47,0.75,0,,Document Tampering
999,58,12,9,0,500000,4,1800000,0,1,10,10,493,9,391156,4,0,1,7/27/2022,,,3,15,2,0.2777777777777778,0,,,493_9,440,2.5,0,,Document Tampering
1000,31,5,11,4200000,600000,4,2000000,0,1,10,10,421,16,486886,4,3,Unknown,8/1/2022,,,3,15,2,0.3,2.1,,,421_16,360,3.3,8.4,,Document Tampering
1001,54,10,11,0,1000000,4,14000000,0,1,10,10,467,9,395007,4,0,1,8/29/2022,,,2,1,2,0.071428571,0,,,467_9,411,0.7857142857142857,0,,Document Tampering
1002,65,12,11,0,500000,4,3600000,0,1,10,10,440,9,394510,4,0,1,8/17/2022,,,2,1,2,0.1388888888888889,0,,,440_9,382,1.527777777777778,0,,Document Tampering
1003,60,12,9,0,200000,4,1200000,0,1,10,10,480,1,530032,4,0,1,10/19/2022,,,3,15,2,0.16666666666666666,0,,,480_1,426,1.5,0,,Document Tampering
1004,61,10,9,0,500000,4,1376000,0,1,10,10,440,9,395007,4,0,1,10/3/2022,,,2,1,2,0.3633720930232558,0,,,440_9,382,3.270348837209302,0,,Document Tampering
1005,70,1,10,0,100000,4,540000,0,1,10,10,48,25,334803,4,0,1,9/21/2022,,,2,1,2,0.18518518518518517,0,,,48_25,436,1.8518518518518516,0,,Document Tampering
1006,53,5,11,0,1000000,4,7200000,0,1,10,10,490,1,530044,4,0,1,10/13/2022,,,2,1,2,0.1388888888888889,0,,,490_1,437,1.527777777777778,0,,Document Tampering
1007,70,12,11,0,400000,4,1200000,0,1,10,10,440,9,394540,4,0,1,10/31/2022,,,2,1,2,0.3333333333333333,0,,,440_9,382,3.6666666666666665,0,,Document Tampering
1008,63,1,6,0,500000,4,2400000,0,1,10,10,338,9,393145,4,0,1,11/22/2022,,,3,15,2,0.20833333333333334,0,,,338_9,267,1.25,0,,Document Tampering
1009,63,10,9,0,500000,4,2500000,0,1,10,10,44,11,127041,4,0,1,11/15/2022,,,0,11,2,0.2,0,,,44_11,392,1.8,0,,Document Tampering
1010,63,10,9,0,500000,4,2500000,0,1,10,10,44,11,127041,4,0,1,11/14/2022,,,0,11,2,0.2,0,,,44_11,392,1.8,0,,Document Tampering
1011,65,12,11,4200000,600000,4,8000000,0,1,10,10,467,9,394540,4,0,1,11/17/2022,,,2,1,2,0.075,0.525,,,467_9,411,0.825,2.1,,Document Tampering
1012,51,12,11,0,300000,0,400000,0,1,10,10,377,15,689585,4,3,Unknown,11/18/2022,,,2,1,2,0.75,0,,,377_15,310,8.25,0,,Document Tampering
1013,41,11,11,0,500000,4,2000000,0,1,10,10,440,9,395003,4,0,1,11/28/2022,,,2,1,2,0.25,0,,,440_9,382,2.75,0,,Document Tampering
1014,69,1,9,0,500000,4,1300000,0,1,10,10,41,9,392001,4,0,1,12/5/2022,,,3,15,2,0.38461538461538464,0,,,41_9,358,3.4615384615384617,0,,Document Tampering
1015,61,11,2,0,400000,4,22200000,0,1,10,10,440,9,395007,4,0,1,12/16/2022,,,2,1,2,0.018018018018018018,0,,,440_9,382,0.036036036036036036,0,,Document Tampering
1016,60,5,9,0,100000,4,540000,0,1,10,10,242,29,209111,4,0,1,12/19/2022,,,2,1,6,0.18518518518518517,0,,,242_29,160,1.6666666666666665,0,,Misappropriating Funds
1017,64,10,9,0,700000,4,4800000,0,1,10,10,440,9,394350,4,0,1,12/20/2022,,,2,1,2,0.14583333333333334,0,,,440_9,382,1.3125,0,,Document Tampering
1018,61,1,9,0,600000,4,8258000,0,1,10,10,440,9,394107,4,0,1,12/23/2022,,,2,1,2,0.072656818,0,,,440_9,382,0.6539113586824897,0,,Document Tampering
1019,53,10,6,0,900000,4,2780000,0,1,10,10,41,9,393010,4,0,1,12/26/2022,,,3,15,2,0.3237410071942446,0,,,41_9,358,1.9424460431654675,0,,Document Tampering
1020,63,9,9,0,700000,4,3680000,1,1,10,10,440,9,395007,4,0,1,12/29/2022,,,2,1,2,0.19021739130434784,0,,,440_9,382,1.7119565217391306,0,,Document Tampering
1021,65,9,9,0,1000000,4,700000,1,1,10,10,467,9,395007,4,0,1,12/30/2022,,,2,1,2,1.4285714285714286,0,,,467_9,411,12.857142857142858,0,,Document Tampering
1022,70,12,2,0,1501000,4,7200000,0,1,10,10,440,9,395007,4,0,1,12/30/2022,,,3,15,2,0.20847222222222223,0,,,440_9,382,0.41694444444444445,0,,Document Tampering
1023,61,10,9,0,400000,4,1000000,0,1,10,10,71,9,392001,4,0,1,1/10/2023,,,2,1,2,0.4,0,,,71_9,481,3.6,0,,Document Tampering
1024,60,10,6,0,1000000,4,7200000,0,1,10,10,440,9,395007,4,0,1,1/11/2023,,,3,15,2,0.1388888888888889,0,,,440_9,382,0.8333333333333334,0,,Document Tampering
1025,55,12,2,0,1000000,4,5000000,0,1,10,10,236,27,500072,4,3,Unknown,2/8/2023,,,2,1,2,0.2,0,,,236_27,153,0.4,0,,Document Tampering
1026,55,12,2,0,1000000,4,5000000,0,1,10,10,236,27,500072,4,3,Unknown,2/8/2023,,,3,15,2,0.2,0,,,236_27,153,0.4,0,,Document Tampering
1027,65,10,9,0,700000,4,6000000,0,1,10,10,467,9,395009,4,0,1,2/2/2023,,,3,15,2,0.11666666666666667,0,,,467_9,411,1.05,0,,Document Tampering
1028,68,0,9,0,500000,4,3600000,0,1,10,10,440,9,395001,4,0,1,3/23/2023,,,2,1,2,0.1388888888888889,0,,,440_9,382,1.25,0,,Document Tampering
1029,61,12,9,0,1000000,4,3500000,0,1,10,10,197,27,500073,4,0,1,3/16/2023,,,2,1,2,0.2857142857142857,0,,,197_27,109,2.571428571428571,0,,Document Tampering
1030,29,2,0,475000,5000,4,240000,1,1,15,10,432,29,231212,3,3,Unknown,1/13/2022,,,3,0,1,0.020833333333333332,1.9791666666666667,,,432_29,372,0,5.9375,,Claims Fraud
1031,45,11,2,200000,5000,4,190000,0,1,15,10,328,31,742202,3,3,Unknown,2/10/2022,,,0,11,1,0.026315789,1.0526315789473684,,,328_31,256,0.052631579,3.1578947368421053,,Claims Fraud
1032,42,6,2,400000,5000,4,700000,1,1,10,10,224,25,302020,3,3,Unknown,,,,0,1,6,0.007142857,0.5714285714285714,,,224_25,140,0.014285714285714285,1.7142857142857142,,Misappropriating Funds
1033,42,10,2,200000,5000,4,300000,0,0,15,10,404,29,243701,3,3,Unknown,7/21/2022,,,0,11,1,0.016666666666666666,0.6666666666666666,,,404_29,341,0.033333333,2,,Claims Fraud
1034,42,11,0,175000,5000,4,300000,0,1,10,10,495,1,531027,3,3,Unknown,,,,0,11,1,0.016666666666666666,0.5833333333333334,,,495_1,442,0,1.75,,Claims Fraud
1035,43,2,8,175000,5000,4,1000000,0,1,10,10,363,31,743165,3,3,Unknown,9/28/2022,,,0,11,9,0.005,0.175,,,363_31,295,0.04,0.5249999999999999,,Misselling 
1036,29,12,0,475000,5000,4,400000,0,1,15,10,59,9,385120,3,3,Unknown,1/27/2023,,,0,11,1,0.0125,1.1875,,,59_9,467,0,3.5625,,Claims Fraud
1037,47,12,10,125000,5000,4,240000,0,1,10,10,54,29,202398,3,3,Unknown,3/30/2023,,,0,11,3,0.020833333333333332,0.5208333333333334,,,54_29,462,0.20833333333333331,1.5625,,Impersonation
1038,28,6,2,475000,5000,4,225000,0,1,15,10,50,31,731220,3,3,Unknown,4/17/2023,,,0,11,1,0.022222222222222223,2.111111111111111,,,50_31,458,0.044444444444444446,6.333333333333334,,Claims Fraud
1039,42,11,10,150000,5000,4,450000,0,1,15,10,0,0,-,3,3,Unknown,,,,0,11,2,0.011111111111111112,0.3333333333333333,,,0_0,0,0.11111111111111112,1,,Document Tampering
1040,60,10,9,999000,99900,4,475000,0,0,10,3,108,25,303325,4,3,Unknown,10/5/2017,4/23/2019,5/15/2019 15:03,1,3,4,0.2103157894736842,2.103157894736842,565,22,108_25,10,1.8928421052631579,8.412631578947368,,Kickback
1041,33,2,8,2500000,250000,4,1300000,1,1,10,10,211,25,302017,4,3,Unknown,5/30/2019,,,2,1,2,0.19230769230769232,1.9230769230769231,,,211_25,126,1.5384615384615385,7.6923076923076925,,Document Tampering
1042,52,5,6,750000,75000,4,720000,0,1,10,10,383,21,751031,4,3,Unknown,9/9/2019,,,2,1,2,0.10416666666666667,1.0416666666666667,,,383_21,317,0.625,4.166666666666667,,Document Tampering
1043,29,2,11,1500000,100000,4,620000,1,1,20,10,380,23,605004,4,3,Unknown,11/4/2019,,,2,1,2,0.16129032258064516,2.4193548387096775,,,380_23,314,1.7741935483870968,9.677419355,,Document Tampering
1044,37,5,6,500000,50000,4,300000,0,1,10,10,269,29,209204,4,0,1,12/11/2019,,,2,1,6,0.16666666666666666,1.6666666666666667,,,269_29,189,1,6.666666666666667,,Misappropriating Funds
1045,53,12,8,999000,99900,4,350000,0,1,12,10,269,29,209121,4,0,1,9/3/2020,,,3,15,6,0.2854285714285714,2.854285714285714,,,269_29,189,2.2834285714285714,11.417142857142856,,Misappropriating Funds
1046,41,11,2,500000,50000,4,500000,0,1,12,10,242,29,209204,4,0,1,12/14/2021,,,2,1,6,0.1,1,,,242_29,160,0.2,4,,Misappropriating Funds
1047,41,10,6,990000,99000,4,600000,0,0,12,10,158,21,761001,4,0,1,12/30/2021,,,0,11,10,0.165,1.65,,,158_21,65,0.99,6.6,,Signature Forgery
1048,39,5,2,500000,50000,4,400000,0,1,12,10,476,26,638183,4,3,Unknown,2/10/2022,,,2,1,2,0.125,1.25,,,476_26,421,0.25,5,,Document Tampering
1049,25,6,11,2500000,250000,4,1500000,1,1,12,10,489,26,606205,4,1,Unknown,4/11/2022,,,0,11,2,0.16666666666666666,1.6666666666666667,,,489_26,435,1.8333333333333333,6.666666666666667,,Document Tampering
1050,25,6,11,1000000,100000,4,1500000,1,1,12,10,489,26,606205,4,1,Unknown,4/11/2022,,,0,11,2,0.066666667,0.6666666666666666,,,489_26,435,0.7333333333333333,2.6666666666666665,,Document Tampering
1051,36,5,11,1000000,100000,4,1800000,0,1,12,10,279,15,686636,4,3,Unknown,4/7/2022,,,3,15,10,0.055555556,0.5555555555555556,,,279_15,200,0.611111111,2.2222222222222223,,Signature Forgery
1052,25,6,11,2500000,250000,4,1500000,1,1,12,10,489,26,606205,4,1,Unknown,5/26/2022,,,0,11,2,0.16666666666666666,1.6666666666666667,,,489_26,435,1.8333333333333333,6.666666666666667,,Document Tampering
1053,20,0,11,1500000,150000,4,800000,1,1,12,10,192,11,125004,4,0,1,6/30/2022,,,3,15,2,0.1875,1.875,,,192_11,104,2.0625,7.5,,Document Tampering
1054,47,10,11,300000,30000,4,450000,2,1,12,10,241,29,208001,4,0,1,9/27/2022,,,2,1,6,0.066666667,0.6666666666666666,,,241_29,159,0.7333333333333333,2.6666666666666665,,Misappropriating Funds
1055,43,2,8,1250000,125000,4,1000000,0,1,12,10,363,31,743165,4,3,Unknown,9/26/2022,,,0,11,9,0.125,1.25,,,363_31,295,1,5,,Misselling 
1056,52,12,11,1500000,150000,4,6000000,0,0,12,10,361,31,700094,4,0,1,10/27/2022,,,2,1,10,0.025,0.25,,,361_31,293,0.275,1,,Signature Forgery
1057,46,10,6,600000,60000,4,1200000,0,1,15,10,170,1,522201,4,3,Unknown,10/31/2022,,,2,1,2,0.05,0.5,,,170_1,80,0.30000000000000004,2,,Document Tampering
1058,35,12,11,500000,50000,4,450000,0,1,12,10,242,29,209204,4,0,1,10/18/2022,,,2,1,6,0.1111111111111111,1.1111111111111112,,,242_29,160,1.222222222222222,4.444444444444445,,Misappropriating Funds
1059,31,6,2,990000,99000,4,490000,1,1,12,10,242,29,209111,4,0,1,10/25/2022,,,2,1,6,0.20204081632653062,2.020408163265306,,,242_29,160,0.40408163265306124,8.081632653061224,,Misappropriating Funds
1060,45,12,11,450000,45000,4,504000,0,1,12,10,355,8,110006,4,0,1,10/31/2022,3/6/2024,8/6/2024 11:40,1,3,2,0.089285714,0.8928571428571429,492,153,355_8,286,0.9821428571428572,3.5714285714285716,,Document Tampering
1061,33,6,11,500000,50000,4,650000,1,1,30,10,197,27,500020,4,3,Unknown,12/5/2022,,,2,1,6,0.076923077,0.7692307692307693,,,197_27,109,0.8461538461538463,3.076923076923077,,Misappropriating Funds
1062,27,1,2,300000,30000,4,420000,3,1,12,10,199,31,741121,4,3,Unknown,2/7/2023,,,3,15,2,0.071428571,0.7142857142857143,,,199_31,111,0.14285714285714285,2.857142857142857,,Document Tampering
1063,35,6,11,600000,60000,4,540000,0,1,12,10,242,29,209121,4,0,1,12/28/2022,,,2,1,6,0.1111111111111111,1.1111111111111112,,,242_29,160,1.222222222222222,4.444444444444445,,Misappropriating Funds
1064,38,5,6,500000,50000,4,420000,0,1,12,10,242,29,209112,4,0,1,1/9/2023,,,2,1,6,0.11904761904761904,1.1904761904761905,,,242_29,160,0.7142857142857142,4.761904761904762,,Misappropriating Funds
1065,40,2,8,2500000,250000,4,2400000,0,0,12,10,291,29,226001,4,3,Unknown,1/30/2023,,,0,11,2,0.10416666666666667,1.0416666666666667,,,291_29,215,0.8333333333333334,4.166666666666667,,Document Tampering
1066,40,2,8,2500000,250000,4,2400000,0,1,12,10,291,29,226001,4,3,Unknown,1/30/2023,,,0,11,2,0.10416666666666667,1.0416666666666667,,,291_29,215,0.8333333333333334,4.166666666666667,,Document Tampering
1067,52,5,11,2500000,250000,4,6000000,0,1,12,10,291,29,226001,4,3,Unknown,3/6/2023,,,0,11,2,0.041666666666666664,0.4166666666666667,,,291_29,215,0.4583333333333333,1.6666666666666667,,Document Tampering
1068,55,11,11,248750,199000,3,11400000,0,0,12,10,407,11,124021,4,0,1,3/24/2023,,,2,1,2,0.017456140350877194,0.021820175,,,407_11,344,0.19201754385964914,0.087280702,,Document Tampering
1069,13,11,2,1000000,100000,4,500000,0,1,12,10,117,25,328027,4,0,1,5/26/2023,,,0,11,2,0.2,2,,,117_25,20,0.4,8,,Document Tampering
1070,38,2,2,2500000,250000,4,1800000,1,1,12,10,343,8,110059,4,3,Unknown,8/21/2023,,,0,11,2,0.1388888888888889,1.3888888888888888,,,343_8,273,0.2777777777777778,5.555555555555555,,Document Tampering
1071,36,10,11,1000000,100000,4,600000,0,1,12,10,450,17,415511,4,0,1,9/18/2023,,,2,1,2,0.16666666666666666,1.6666666666666667,,,450_17,393,1.8333333333333333,6.666666666666667,,Document Tampering
1072,54,10,0,400000,40000,4,240000,0,1,12,10,290,13,822111,4,3,Unknown,9/11/2023,,,0,11,2,0.16666666666666666,1.6666666666666667,,,290_13,214,0,6.666666666666667,,Document Tampering
1073,39,10,2,300000,30000,4,295000,0,1,12,10,448,29,272172,4,3,Unknown,11/3/2023,,,2,1,2,0.1016949152542373,1.0169491525423728,,,448_29,390,0.2033898305084746,4.067796610169491,,Document Tampering
1074,38,11,6,1000000,100000,4,490000,0,1,15,10,147,4,845433,4,3,Unknown,12/20/2023,,,2,1,2,0.20408163265306123,2.0408163265306123,,,147_4,53,1.2244897959183674,8.163265306,,Document Tampering
1075,42,11,6,1000000,100000,4,300000,0,1,15,10,216,4,811314,4,3,Unknown,,,,0,11,2,0.3333333333333333,3.3333333333333335,,,216_4,131,2,13.333333333333334,,Document Tampering
1076,11,11,2,2500000,250000,4,1200000,0,1,12,10,134,21,759116,4,3,Unknown,12/26/2023,,,2,1,2,0.20833333333333334,2.0833333333333335,,,134_21,39,0.4166666666666667,8.333333333333334,,Document Tampering
1077,3,11,2,2500000,250000,4,1200000,0,1,15,10,134,21,759116,4,3,Unknown,12/26/2023,,,2,1,2,0.20833333333333334,2.0833333333333335,,,134_21,39,0.4166666666666667,8.333333333333334,,Document Tampering
1078,42,11,11,2210000,221000,4,820000,0,0,12,10,112,13,814112,4,3,Unknown,,,,0,11,2,0.26951219512195124,2.6951219512195124,,,112_13,15,2.9646341463414636,10.78048780487805,,Document Tampering
1079,38,2,11,500000,50000,4,1000000,0,1,5,10,343,8,110045,5,0,1,2/27/2014,,,4,6,2,0.05,0.5,,,343_8,273,0.55,2.5,,Document Tampering
1080,60,12,9,1000000,100000,4,300000,0,0,5,10,63,29,225405,5,0,1,2/14/2019,,,3,14,1,0.3333333333333333,3.3333333333333335,,,63_29,472,3,16.666666666666668,,Claims Fraud
1081,40,12,11,500000,50000,4,420000,0,1,7,10,269,29,209306,5,0,1,6/25/2019,,,7,13,6,0.11904761904761904,1.1904761904761905,,,269_29,189,1.3095238095238095,5.9523809523809526,,Misappropriating Funds
1082,33,0,11,100000,9033.78,4,350000,0,1,15,10,84,31,700034,3,3,Unknown,2/24/2015,,,2,1,0,0.025810800000000002,0.2857142857142857,,,84_31,495,0.2839188,0.8571428571428571,,Agent Dual Pan Card
1083,46,5,11,100000,11457.1,4,600000,0,1,12,10,134,21,759105,3,3,Unknown,6/2/2017,,,2,1,2,0.019095166666666667,0.16666666666666666,,,134_21,39,0.21004683333333332,0.5,,Document Tampering
1084,41,11,11,1830000,197279,4,2400000,0,0,12,10,0,0,-,3,0,1,1/31/2016,,,0,11,10,0.082199583,0.7625,,,0_0,0,0.9041954166666667,2.2874999999999996,,Signature Forgery
1085,24,6,2,44000,11308.8,1,300000,0,1,12,10,138,7,490021,3,3,Unknown,10/12/2018,,,6,12,2,0.037696,0.14666666666666667,,,138_7,43,0.075392,0.44,,Document Tampering
1086,54,12,11,850000,103419.48,2,600000,0,0,12,10,276,14,571234,3,3,Unknown,2/11/2019,,,0,11,10,0.17236579999999999,1.4166666666666667,,,276_14,197,1.8960237999999998,4.25,,Signature Forgery
1087,41,12,11,320000,29104.44,4,240000,0,1,15,10,464,26,607804,3,3,Unknown,2/20/2020,,,2,1,2,0.1212685,1.3333333333333333,,,464_26,408,1.3339535,4,,Document Tampering
1088,47,10,11,2600000,200052.72,4,1256000,0,0,18,10,393,13,834003,3,3,Unknown,12/27/2022,,,0,11,10,0.15927764331210192,2.070063694267516,,,393_13,328,1.7520540764331212,6.210191082802549,,Signature Forgery
1089,42,11,11,1100000,59268,4,660000,0,1,21,10,413,29,221304,3,3,Unknown,,,,0,11,2,0.0898,1.6666666666666667,,,413_29,351,0.9878,5,,Document Tampering
1090,43,12,11,600000,19700.34,4,840000,0,1,10,10,372,15,679502,3,0,1,4/19/2022,,,8,8,9,0.023452785714285714,0.7142857142857143,,,372_15,305,0.25798064285714284,2.142857142857143,,Misselling 
1091,47,11,11,3000000,64204.8,4,1256000,0,0,27,10,393,13,834003,3,3,Unknown,12/31/2022,,,0,11,10,0.051118471,2.388535031847134,,,393_13,328,0.5623031847133758,7.165605095541402,,Signature Forgery
1092,42,11,2,5000000,53086,4,504000,0,0,30,10,0,0,-,3,1,Unknown,,,,0,11,2,0.10532936507936508,9.920634920634921,,,0_0,0,0.21065873015873016,29.761904761904763,,Document Tampering
1093,30,12,2,1250000,16002.12,4,420000,0,1,10,10,129,29,274702,3,3,Unknown,2/28/2023,,,2,1,2,0.038100286,2.9761904761904763,,,129_29,33,0.076200571,8.928571428571429,,Document Tampering
1094,42,11,9,500000,44638,4,900000,0,0,10,10,84,31,700060,3,0,1,,,,0,11,3,0.049597777777777775,0.5555555555555556,,,84_31,495,0.44638,1.6666666666666667,,Impersonation
1095,42,11,11,2500000,52041,4,900000,0,1,30,10,320,27,502032,3,0,1,,,,0,11,2,0.057823333,2.7777777777777777,,,320_27,248,0.6360566666666666,8.333333333333332,,Document Tampering
1096,45,10,11,6000000,600000,4,700000,0,1,10,10,205,31,711204,4,0,1,12/18/2019,,,3,15,2,0.8571428571428571,8.571428571428571,,,205_31,119,9.428571428571429,34.285714285714285,,Document Tampering
1097,37,10,11,6000000,600000,4,3000000,0,1,10,10,74,11,127310,4,0,1,4/9/2021,,,0,11,2,0.2,2,,,74_11,484,2.2,8,,Document Tampering
1098,48,5,11,15000000,1500000,4,6000000,0,0,10,10,328,31,742226,4,0,1,7/22/2021,,,3,15,2,0.25,2.5,,,328_31,256,2.75,10,,Document Tampering
1099,49,5,11,4200000,600000,4,3000000,0,0,10,10,192,11,125006,4,0,1,11/30/2021,,,0,11,2,0.2,1.4,,,192_11,104,2.2,5.6,,Document Tampering
1100,38,12,8,7000000,1000000,4,6000000,0,1,10,10,145,26,638458,4,0,1,12/30/2021,,,0,11,10,0.16666666666666666,1.1666666666666667,,,145_26,51,1.3333333333333333,4.666666666666667,,Signature Forgery
1101,36,12,1,4200000,600000,4,2400000,0,1,30,10,293,26,625107,4,0,1,2/28/2022,,,3,15,10,0.25,1.75,,,293_26,217,0.25,7,,Signature Forgery
1102,53,10,0,7000000,1000000,4,1500000,0,0,10,10,296,12,174401,4,0,1,4/29/2022,,,3,15,2,0.6666666666666666,4.666666666666667,,,296_12,220,0,18.666666666666668,,Document Tampering
1103,46,1,11,4200000,600000,4,6000000,0,1,20,10,491,1,530017,4,3,Unknown,7/7/2022,,,2,1,2,0.1,0.7,,,491_1,438,1.1,2.8,,Document Tampering
